ID,Gender,FTE,Emp Type,Department,Branch,Salary,Leave Balance,Date of Join,Date of Birth,Tenure,Tenure Group,Age
EMP11227,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$67,280 ",23,20-May-22,8-Mar-90,3.99,4. 2 or more years.,36.22
EMP12692,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$86,340 ",15,6-Jun-22,16-Nov-19,3.95,4. 2 or more years.,106.57
EMP6192,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$68,685 ",9,23-Feb-22,15-Jan-90,4.23,4. 2 or more years.,36.36
EMP23126,MALE  ,1,Permanent,Beta,Legal,"$65,925 ",17,17-Nov-21,6-May-71,4.5,4. 2 or more years.,55.07
EMP9903,FEMALE,0.53,Permanent,Alpha,Cocoa Sales,"$48,230 ",18,6-May-22,9-May-86,4.03,4. 2 or more years.,40.05
EMP25502,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$79,800 ",10,8-Jul-22,7-Nov-19,3.86,4. 2 or more years.,106.6
EMP22073,FEMALE,1,Permanent,Gamma,Web Design,"$114,580 ",20,27-Nov-20,20-May-74,5.47,4. 2 or more years.,52.03
EMP1177,MALE  ,0.9,Permanent,Beta,Human Resources,"$65,280 ",18,26-Feb-21,17-Jun-79,5.22,4. 2 or more years.,46.95
EMP8338,MALE  ,1,Permanent,Gamma,Powders,"$72,100 ",20,13-Apr-22,18-Oct-69,4.1,4. 2 or more years.,56.62
EMP17356,MALE  ,1,Permanent,Beta,Employee Relations,"$53,170 ",9,13-Jul-22,14-Oct-84,3.85,4. 2 or more years.,41.62
EMP98,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$69,970 ",20,25-Oct-19,25-Nov-60,6.56,4. 2 or more years.,65.52
EMP4294,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$80,190 ",18,12-Oct-21,27-Mar-71,4.6,4. 2 or more years.,55.18
EMP1984,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$82,165 ",15,23-Apr-21,7-Jun-84,5.07,4. 2 or more years.,41.97
EMP2097,FEMALE,1,Permanent,Alpha,Chocolatiers,"$61,455 ",23,30-Apr-21,9-Apr-57,5.05,4. 2 or more years.,69.15
EMP547,FEMALE,1,Permanent,Epsilon,Controlling,"$107,985 ",20,10-Nov-20,19-Sep-67,5.52,4. 2 or more years.,58.7
EMP23510,FEMALE,0.8,Permanent,Delta,South American Support Group,"$50,075 ",18,3-Feb-22,14-Jul-79,4.28,4. 2 or more years.,46.87
EMP24483,MALE  ,1,Other,Beta,Legal,"$54,685 ",19,27-Jun-22,2-Nov-19,3.89,4. 2 or more years.,106.61
EMP21216,FEMALE,1,Permanent,Gamma,Powders,"$60,295 ",9,16-Aug-21,18-Oct-54,4.75,4. 2 or more years.,71.63
EMP9624,FEMALE,1,Permanent,Gamma,Chocolatiers,"$89,670 ",11,4-May-22,1-Feb-89,4.04,4. 2 or more years.,37.31
EMP2496,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$70,425 ",9,31-May-21,14-Apr-71,4.96,4. 2 or more years.,55.13
EMP7866,MALE  ,1,Permanent,Gamma,Powders,"$86,805 ",9,4-Apr-22,29-Jun-65,4.12,4. 2 or more years.,60.92
EMP19953,FEMALE,1,Permanent,Epsilon,Forecasting,"$87,010 ",20,25-Jul-22,2-Nov-19,3.81,4. 2 or more years.,106.61
EMP11662,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$79,650 ",14,21-Apr-22,26-Dec-19,4.07,4. 2 or more years.,106.46
EMP12842,MALE  ,1,Other,Beta,Legal,"$50,430 ",17,30-May-22,11-Dec-19,3.97,4. 2 or more years.,106.5
EMP17062,FEMALE,1,Permanent,Zeta,Accounting,"$59,160 ",14,11-Jul-22,24-Jun-86,3.85,4. 2 or more years.,39.92
EMP4788,FEMALE,1,Permanent,Alpha,Plantation,"$101,045 ",3,1-Dec-21,24-Apr-79,4.46,4. 2 or more years.,47.1
EMP5188,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$104,410 ",23,20-Dec-21,6-Jun-88,4.41,4. 2 or more years.,37.97
EMP15294,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$88,560 ",20,27-Jun-22,1-Dec-19,3.89,4. 2 or more years.,106.53
EMP3963,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$69,820 ",18,7-Sep-21,24-Sep-75,4.69,4. 2 or more years.,50.68
EMP5423,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$86,015 ",17,30-Dec-21,14-Oct-83,4.38,4. 2 or more years.,42.62
EMP6576,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$73,230 ",19,3-Mar-22,16-Aug-85,4.21,4. 2 or more years.,40.78
EMP26876,MALE  ,1,Permanent,Gamma,Chocolatiers,"$80,560 ",10,1-Nov-21,18-Aug-87,4.54,4. 2 or more years.,38.77
EMP13898,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$60,445 ",10,15-Jun-22,21-Mar-89,3.92,4. 2 or more years.,37.18
EMP18636,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$53,510 ",20,21-Jul-22,2-Apr-81,3.82,4. 2 or more years.,45.15
EMP22432,FEMALE,1,Permanent,Beta,Onboarding,"$65,175 ",11,31-May-21,7-Oct-76,4.96,4. 2 or more years.,49.64
EMP15357,FEMALE,1,Fixed Term,Delta,Packaging,"$74,495 ",16,27-Jun-22,14-Sep-69,3.89,4. 2 or more years.,56.71
EMP9084,FEMALE,1,Permanent,Beta,Legal,"$56,375 ",21,29-Apr-22,16-Oct-68,4.05,4. 2 or more years.,57.62
EMP20779,MALE  ,1,Permanent,Beta,Training and Empowerment,"$103,430 ",19,17-Jan-22,11-Feb-69,4.33,4. 2 or more years.,57.3
EMP2992,FEMALE,1,Permanent,Zeta,Service Quality Assurance,"$75,865 ",21,6-Jul-21,13-Mar-74,4.87,4. 2 or more years.,52.21
EMP12738,FEMALE,1,Permanent,Delta,Fruits & Vegetables,"$82,565 ",3,7-Jun-22,16-Jul-59,3.95,4. 2 or more years.,66.88
EMP21515,FEMALE,1,Permanent,Gamma,Cake Design,"$96,810 ",21,6-Jan-22,20-May-85,4.36,4. 2 or more years.,41.02
EMP12807,FEMALE,1,Permanent,Eta,Corporate,"$88,705 ",19,7-Jun-22,15-Feb-64,3.95,4. 2 or more years.,62.29
EMP17929,MALE  ,0.95,Permanent,Delta,Plantation,"$91,370 ",10,19-Jul-22,31-Dec-19,3.83,4. 2 or more years.,106.45
EMP13943,FEMALE,1,Permanent,Gamma,Cake Design,"$80,420 ",9,16-Jun-22,18-Apr-88,3.92,4. 2 or more years.,38.1
EMP20433,MALE  ,1,Permanent,Delta,South American Support Group,"$75,420 ",16,29-Jul-22,19-Jun-78,3.8,4. 2 or more years.,47.94
EMP23439,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$106,260 ",10,17-Jan-22,19-Apr-59,4.33,4. 2 or more years.,67.12
EMP21390,MALE  ,1,Permanent,Epsilon,Controlling,"$93,895 ",19,15-Nov-21,13-Jan-62,4.5,4. 2 or more years.,64.38
EMP16018,FEMALE,1,Fixed Term,Beta,Training and Empowerment,"$77,185 ",10,4-Jul-22,3-Mar-67,3.87,4. 2 or more years.,59.25
EMP14892,FEMALE,1,Permanent,Gamma,Chocolatiers,"$93,440 ",12,11-Jul-22,5-Jul-78,3.85,4. 2 or more years.,47.9
EMP5149,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$68,430 ",4,13-Dec-21,27-Oct-83,4.43,4. 2 or more years.,42.58
EMP17039,FEMALE,1,Fixed Term,Beta,Onboarding,"$65,820 ",2,11-Jul-22,23-Apr-83,3.85,4. 2 or more years.,43.1
EMP13440,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$102,485 ",9,15-Jun-22,17-Dec-19,3.92,4. 2 or more years.,106.49
EMP2886,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$93,000 ",23,25-Jun-21,###############################################################################################################################################################################################################################################################,4.9,4. 2 or more years.,126.56
EMP4593,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$72,170 ",14,15-Nov-21,###############################################################################################################################################################################################################################################################,4.5,4. 2 or more years.,126.59
EMP23362,FEMALE,1,Permanent,Epsilon,Financial Strategy,"$92,025 ",16,3-Jan-22,6-Aug-84,4.37,4. 2 or more years.,41.81
EMP15745,FEMALE,1,Permanent,Beta,Training and Empowerment,"$77,220 ",12,1-Jul-22,10-Feb-72,3.88,4. 2 or more years.,54.3
EMP15431,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$51,135 ",11,27-Jun-22,26-Sep-83,3.89,4. 2 or more years.,42.67
EMP3495,MALE  ,0.95,Permanent,Beta,Legal,"$73,000 ",20,23-Aug-21,16-Oct-63,4.73,4. 2 or more years.,62.63
EMP1344,FEMALE,1,Permanent,Alpha,Recipe Makers,"$64,670 ",23,12-Feb-21,24-Oct-67,5.26,4. 2 or more years.,58.6
EMP2646,FEMALE,1,Permanent,Epsilon,Financial Strategy,"$68,940 ",6,9-Jun-21,24-Feb-84,4.94,4. 2 or more years.,42.25
EMP485,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$89,690 ",14,9-Oct-20,19-Nov-48,5.61,4. 2 or more years.,77.54
EMP12830,FEMALE,1,Fixed Term,Eta,IT Support,"$85,115 ",8,6-Jun-22,24-Oct-62,3.95,4. 2 or more years.,63.61
EMP24903,FEMALE,1,Other,Gamma,Powders,"$70,165 ",24,30-Jun-22,13-Dec-19,3.88,4. 2 or more years.,106.5
EMP10401,FEMALE,1,Permanent,Gamma,App Design,"$58,880 ",21,12-May-22,10-Sep-75,4.02,4. 2 or more years.,50.72
EMP13498,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$62,225 ",15,13-Jun-22,7-Jan-79,3.93,4. 2 or more years.,47.39
EMP23765,FEMALE,1,Permanent,Delta,Packaging,"$94,520 ",20,7-Mar-22,19-Jun-86,4.2,4. 2 or more years.,39.94
EMP17768,FEMALE,1,Permanent,Gamma,App Design,"$64,605 ",16,18-Jul-22,15-Dec-82,3.83,4. 2 or more years.,43.45
EMP4852,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$98,960 ",10,3-Dec-21,26-Jul-85,4.45,4. 2 or more years.,40.84
EMP10169,FEMALE,1,Permanent,Beta,Onboarding,"$54,660 ",23,27-May-22,7-Jul-86,3.98,4. 2 or more years.,39.89
EMP23461,MALE  ,1,Permanent,Gamma,Web Design,"$84,965 ",15,18-Jan-22,27-Feb-88,4.33,4. 2 or more years.,38.24
EMP1652,FEMALE,0.8,Permanent,Gamma,Chocolatiers,"$63,280 ",5,9-Nov-20,23-Aug-61,5.52,4. 2 or more years.,64.78
EMP6107,FEMALE,0.8,Permanent,Beta,Employee Relations,"$83,295 ",18,17-Feb-22,9-Jul-83,4.25,4. 2 or more years.,42.88
EMP14838,FEMALE,1,Permanent,Beta,Onboarding,"$107,070 ",9,23-Jun-22,12-Feb-73,3.9,4. 2 or more years.,53.29
EMP12535,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$83,260 ",7,2-Jun-22,17-Dec-72,3.96,4. 2 or more years.,53.45
EMP21319,FEMALE,1,Permanent,Gamma,Cake Design,"$77,560 ",8,20-Sep-21,15-Sep-61,4.66,4. 2 or more years.,64.71
EMP9271,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$80,725 ",9,29-Apr-22,6-Dec-19,4.05,4. 2 or more years.,106.52
EMP6188,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$90,140 ",9,22-Feb-22,13-Aug-84,4.23,4. 2 or more years.,41.79
EMP1767,FEMALE,0.95,Permanent,Beta,Training and Empowerment,"$119,415 ",14,29-Mar-21,4-Mar-72,5.14,4. 2 or more years.,54.24
EMP13180,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$64,620 ",7,13-Jun-22,9-Nov-19,3.93,4. 2 or more years.,106.59
EMP23987,FEMALE,1,Other,Beta,Legal,"$58,590 ",21,7-Apr-22,27-Dec-19,4.11,4. 2 or more years.,106.46
EMP21180,FEMALE,1,Permanent,Gamma,Chocolatiers,"$72,825 ",21,28-Jul-21,27-Apr-80,4.81,4. 2 or more years.,46.08
EMP18827,FEMALE,1,Fixed Term,Beta,Human Resources,"$87,535 ",13,25-Jul-22,16-Aug-59,3.81,4. 2 or more years.,66.8
EMP16088,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$98,315 ",9,30-Jun-22,26-Nov-19,3.88,4. 2 or more years.,106.55
EMP23291,MALE  ,1,Permanent,Zeta,Service Quality Assurance,"$74,160 ",14,24-Dec-21,14-Nov-58,4.4,4. 2 or more years.,67.55
EMP3007,FEMALE,1,Permanent,Beta,Legal,"$78,540 ",11,12-Jul-21,13-Jul-64,4.85,4. 2 or more years.,61.88
EMP24830,FEMALE,1,Other,Gamma,Chocolatiers,"$83,160 ",16,28-Jun-22,4-Dec-19,3.89,4. 2 or more years.,106.52
EMP6851,FEMALE,1,Permanent,Beta,Human Resources,"$78,635 ",11,11-Mar-22,9-Jan-91,4.19,4. 2 or more years.,35.38
EMP25624,FEMALE,1,Other,Gamma,Cake Design,"$75,130 ",6,8-Jul-22,4-Dec-19,3.86,4. 2 or more years.,106.52
EMP17874,FEMALE,0.5,Permanent,Alpha,Recipe Makers,"$84,875 ",10,14-Jul-22,31-Mar-67,3.84,4. 2 or more years.,59.17
EMP17468,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$70,460 ",16,13-Jul-22,10-Jan-98,3.85,4. 2 or more years.,28.37
EMP22182,FEMALE,1,Permanent,Gamma,Web Design,"$122,745 ",7,22-Feb-21,28-Jun-68,5.23,4. 2 or more years.,57.92
EMP20571,MALE  ,1,Permanent,Gamma,Powders,"$93,860 ",10,1-Aug-22,5-Jan-95,3.79,4. 2 or more years.,31.38
EMP11959,FEMALE,1,Permanent,Zeta,Accounting,"$79,795 ",13,30-May-22,18-Sep-91,3.97,4. 2 or more years.,34.68
EMP19738,MALE  ,1,Permanent,Delta,Plantation,"$108,610 ",13,28-Jul-22,14-Feb-73,3.81,4. 2 or more years.,53.29
EMP16358,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$91,030 ",11,4-Jul-22,3-Apr-77,3.87,4. 2 or more years.,49.15
EMP26090,FEMALE,1,Other,Gamma,Web Design,"$66,200 ",4,20-Jul-22,21-Dec-19,3.83,4. 2 or more years.,106.48
EMP744,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$51,670 ",14,17-Dec-20,3-Dec-71,5.42,4. 2 or more years.,54.49
EMP14566,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$70,285 ",7,20-Jun-22,17-Jan-91,3.91,4. 2 or more years.,35.35
EMP6212,MALE  ,0.8,Permanent,Eta,IT Support,"$61,815 ",5,21-Feb-22,4-Nov-70,4.24,4. 2 or more years.,55.57
EMP13231,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$64,750 ",14,13-Jun-22,13-Aug-62,3.93,4. 2 or more years.,63.8
EMP7565,FEMALE,1,Permanent,Beta,Onboarding,"$72,385 ",15,28-Mar-22,26-Sep-69,4.14,4. 2 or more years.,56.68
EMP2433,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$75,010 ",20,31-May-21,2-Oct-66,4.96,4. 2 or more years.,59.66
EMP3863,MALE  ,1,Permanent,Alpha,Chocolatiers,"$56,440 ",20,2-Sep-21,5-Dec-80,4.71,4. 2 or more years.,45.48
EMP9603,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$61,480 ",10,25-Apr-22,16-Dec-19,4.06,4. 2 or more years.,106.49
EMP18955,FEMALE,1,Permanent,Zeta,Accounting,"$59,275 ",11,22-Jul-22,19-Nov-19,3.82,4. 2 or more years.,106.56
EMP9483,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$57,705 ",23,29-Apr-22,18-Nov-19,4.05,4. 2 or more years.,106.57
EMP3025,FEMALE,0.53,Permanent,Epsilon,Controlling,"$100,100 ",23,13-Jul-21,20-Mar-70,4.85,4. 2 or more years.,56.2
EMP15123,FEMALE,1,Fixed Term,Gamma,App Design,"$83,830 ",7,27-Jun-22,13-May-87,3.89,4. 2 or more years.,39.04
EMP11460,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$75,835 ",3,10-May-22,31-Dec-19,4.02,4. 2 or more years.,106.45
EMP10103,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$84,270 ",18,10-May-22,8-Jun-87,4.02,4. 2 or more years.,38.97
EMP12524,FEMALE,1,Permanent,Gamma,Powders,"$68,160 ",9,3-Jun-22,3-Jul-67,3.96,4. 2 or more years.,58.91
EMP10925,FEMALE,1,Permanent,Beta,Onboarding,"$95,650 ",10,19-May-22,23-Apr-49,4,4. 2 or more years.,77.12
EMP24957,MALE  ,1,Other,Gamma,Chocolatiers,"$89,390 ",14,28-Jun-22,7-Nov-19,3.89,4. 2 or more years.,106.6
EMP15394,MALE  ,0,Other,Alpha,Cocoa Sales,"$81,585 ",17,28-Jun-22,1-Jun-95,3.89,4. 2 or more years.,30.98
EMP11000,MALE  ,1,Permanent,Gamma,Web Design,"$77,000 ",20,19-May-22,5-Jan-82,4,4. 2 or more years.,44.39
EMP143,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$87,440 ",10,13-Jul-20,27-Dec-78,5.85,4. 2 or more years.,47.42
EMP22994,MALE  ,1,Permanent,Beta,Remuneration and Analytics,"$79,695 ",22,21-Oct-21,29-Nov-71,4.57,4. 2 or more years.,54.5
EMP2150,FEMALE,1,Permanent,Alpha,Recipe Makers,"$61,470 ",19,8-Jun-22,26-Mar-71,3.94,4. 2 or more years.,55.18
EMP26538,MALE  ,1,Other,Beta,Training and Empowerment,"$100,335 ",21,28-Jul-22,20-Dec-19,3.81,4. 2 or more years.,106.48
EMP25247,MALE  ,1,Other,Beta,Training and Empowerment,"$67,280 ",13,1-Jul-22,5-Dec-19,3.88,4. 2 or more years.,106.52
EMP25781,MALE  ,1,Other,Gamma,Powders,"$90,845 ",12,12-Jul-22,25-Nov-19,3.85,4. 2 or more years.,106.55
EMP15606,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$48,230 ",10,30-Jun-22,31-Jul-91,3.88,4. 2 or more years.,34.82
EMP16383,MALE  ,1,Permanent,Gamma,Web Design,"$67,790 ",17,6-Jul-22,28-Apr-87,3.87,4. 2 or more years.,39.08
EMP4209,FEMALE,0.32,Permanent,Alpha,Cocoa Sales,"$65,105 ",3,28-Sep-21,27-Jun-86,4.64,4. 2 or more years.,39.92
EMP2335,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$74,285 ",12,24-May-21,10-Nov-77,4.98,4. 2 or more years.,48.55
EMP10091,FEMALE,1,Permanent,Zeta,Service Quality Assurance,"$64,075 ",18,13-May-22,5-May-61,4.01,4. 2 or more years.,65.08
EMP18747,MALE  ,1,Fixed Term,Alpha,Chocolatiers,"$86,415 ",13,22-Jul-22,23-Jul-88,3.82,4. 2 or more years.,37.84
EMP1175,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$49,380 ",9,6-Dec-21,1-Mar-79,4.45,4. 2 or more years.,47.24
EMP3815,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$68,080 ",9,22-Nov-21,6-Dec-82,4.48,4. 2 or more years.,43.47
EMP6747,FEMALE,1,Permanent,Gamma,App Design,"$57,210 ",9,7-Mar-22,11-Feb-64,4.2,4. 2 or more years.,62.3
EMP12773,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$79,365 ",8,6-Jun-22,1-Dec-19,3.95,4. 2 or more years.,106.53
EMP17552,FEMALE,1,Permanent,Epsilon,Planning,"$64,720 ",9,13-Jul-22,10-Feb-76,3.85,4. 2 or more years.,50.3
EMP6293,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$74,915 ",20,24-Feb-22,21-Oct-89,4.23,4. 2 or more years.,36.59
EMP5134,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$70,650 ",11,16-Dec-21,29-Dec-79,4.42,4. 2 or more years.,46.41
EMP11843,MALE  ,1,Permanent,Gamma,Web Design,"$69,975 ",30,25-May-22,13-Apr-85,3.98,4. 2 or more years.,41.12
EMP7850,FEMALE,1,Permanent,Beta,Onboarding,"$66,015 ",20,4-Apr-22,7-Oct-81,4.12,4. 2 or more years.,44.64
EMP19821,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$61,270 ",21,28-Jul-22,3-Nov-96,3.81,4. 2 or more years.,29.55
EMP12747,MALE  ,1,Permanent,Gamma,Web Design,"$65,110 ",14,6-Jun-22,24-Jun-65,3.95,4. 2 or more years.,60.94
EMP5667,MALE  ,1,Permanent,Alpha,Chocolatiers,"$51,220 ",12,19-Jan-22,25-Dec-67,4.33,4. 2 or more years.,58.43
EMP26145,MALE  ,1,Other,Beta,Legal,"$80,900 ",3,20-Jul-22,3-Dec-19,3.83,4. 2 or more years.,106.53
EMP3437,FEMALE,1,Permanent,Alpha,Chocolatiers,"$86,850 ",6,17-Aug-21,14-Jul-58,4.75,4. 2 or more years.,67.89
EMP995,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$84,515 ",11,11-Jan-21,20-Dec-73,5.35,4. 2 or more years.,52.44
EMP25452,FEMALE,1,Other,Epsilon,Financial Strategy,"$89,935 ",20,8-Jul-22,3-Nov-19,3.86,4. 2 or more years.,106.61
EMP3934,FEMALE,1,Permanent,Gamma,Chocolatiers,"$68,080 ",24,21-Dec-21,14-Jan-84,4.41,4. 2 or more years.,42.37
EMP5328,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$50,515 ",6,23-Dec-21,12-Jan-78,4.4,4. 2 or more years.,48.38
EMP17280,FEMALE,0,Other,Beta,Employee Relations,"$49,805 ",9,11-Jul-22,25-Sep-69,3.85,4. 2 or more years.,56.68
EMP226,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$76,400 ",6,11-Sep-19,18-May-65,6.68,4. 2 or more years.,61.04
EMP6640,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$74,085 ",6,4-Mar-22,18-Nov-19,4.21,4. 2 or more years.,106.57
EMP14286,MALE  ,1,Permanent,Beta,Training and Empowerment,"$86,335 ",13,20-Jun-22,23-Sep-90,3.91,4. 2 or more years.,35.67
EMP21454,MALE  ,1,Permanent,Gamma,Cake Design,"$77,660 ",17,16-Dec-21,29-Jun-70,4.42,4. 2 or more years.,55.92
EMP22941,FEMALE,0.5,Permanent,Gamma,Web Design,"$68,690 ",4,23-Sep-21,4-Aug-84,4.65,4. 2 or more years.,41.81
EMP7272,FEMALE,1,Permanent,Zeta,Accounting,"$84,815 ",14,18-Mar-22,25-Oct-83,4.17,4. 2 or more years.,42.59
EMP7469,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$93,695 ",17,11-Mar-22,28-Feb-77,4.19,4. 2 or more years.,49.25
EMP19050,MALE  ,1,Permanent,Gamma,Powders,"$86,500 ",5,25-Jul-22,25-Aug-95,3.81,4. 2 or more years.,30.75
EMP25634,MALE  ,1,Other,Beta,Stragegic Performance,"$93,685 ",17,11-Jul-22,14-Nov-19,3.85,4. 2 or more years.,106.58
EMP4842,FEMALE,1,Permanent,Alpha,Recipe Makers,"$66,770 ",21,3-Dec-21,16-Apr-83,4.45,4. 2 or more years.,43.12
EMP6895,FEMALE,1,Permanent,Gamma,Powders,"$50,345 ",14,14-Mar-22,23-Mar-81,4.18,4. 2 or more years.,45.18
EMP4336,FEMALE,0.53,Permanent,Alpha,Cocoa Sales,"$57,350 ",20,22-Oct-21,28-Dec-75,4.57,4. 2 or more years.,50.42
EMP3589,FEMALE,0.8,Permanent,Delta,Fruits & Vegetables,"$69,175 ",23,26-Aug-21,10-Jun-82,4.73,4. 2 or more years.,43.96
EMP287,MALE  ,1,Permanent,Alpha,Cocoa Sales,"$86,040 ",6,12-Dec-19,17-Aug-62,6.43,4. 2 or more years.,63.79
EMP11768,FEMALE,1,Permanent,Gamma,Chocolatiers,"$55,360 ",17,25-May-22,2-Jul-89,3.98,4. 2 or more years.,36.9
EMP4031,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$72,995 ",11,10-Sep-21,9-Mar-55,4.68,4. 2 or more years.,71.24
EMP12379,FEMALE,0.8,Permanent,Delta,Plantation,"$65,280 ",11,2-Jun-22,20-Jan-78,3.96,4. 2 or more years.,48.35
EMP11080,FEMALE,1,Permanent,Alpha,Chocolatiers,"$83,545 ",17,20-May-22,26-Dec-87,3.99,4. 2 or more years.,38.42
EMP5957,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$98,120 ",12,7-Feb-22,24-Mar-75,4.27,4. 2 or more years.,51.18
EMP14788,FEMALE,0.8,Permanent,Beta,Onboarding,"$87,750 ",17,24-Jun-22,18-May-79,3.9,4. 2 or more years.,47.03
EMP6513,FEMALE,1,Permanent,Alpha,Plantation,"$61,685 ",31,28-Feb-22,5-Dec-88,4.22,4. 2 or more years.,37.47
EMP17866,MALE  ,1,Permanent,Gamma,Powders,"$69,105 ",7,15-Jul-22,5-Jul-84,3.84,4. 2 or more years.,41.89
EMP22555,MALE  ,1,Permanent,Beta,Legal,"$56,920 ",17,24-Jun-21,17-Mar-78,4.9,4. 2 or more years.,48.2
EMP11382,MALE  ,1,Permanent,Zeta,Accounts Payable,"$67,315 ",19,23-May-22,21-Jan-94,3.99,4. 2 or more years.,32.34
EMP20428,FEMALE,1,Permanent,Beta,Employee Relations,"$76,075 ",22,28-Jul-22,16-Dec-67,3.81,4. 2 or more years.,58.46
EMP15732,MALE  ,1,Permanent,Alpha,Chocolatiers,"$89,760 ",10,30-Jun-22,17-May-78,3.88,4. 2 or more years.,48.03
EMP24429,FEMALE,1,Other,Beta,Legal,"$79,170 ",15,27-Jun-22,6-Dec-19,3.89,4. 2 or more years.,106.52
EMP11508,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$71,495 ",-1,25-May-22,25-May-88,3.98,4. 2 or more years.,38
EMP4494,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$71,700 ",20,8-Nov-21,8-Jun-83,4.52,4. 2 or more years.,42.97
EMP16787,FEMALE,1,Permanent,Gamma,Chocolatiers,"$72,895 ",23,8-Jul-22,27-Jan-68,3.86,4. 2 or more years.,58.34
EMP20622,FEMALE,1,Permanent,Eta,Corporate,"$84,775 ",8,29-Jul-22,5-Dec-66,3.8,4. 2 or more years.,59.49
EMP18619,MALE  ,1,Permanent,Gamma,Chocolatiers,"$97,165 ",3,20-Jul-22,6-Aug-83,3.83,4. 2 or more years.,42.81
EMP4200,FEMALE,1,Permanent,Gamma,Powders,"$72,625 ",9,28-Sep-21,3-Nov-80,4.64,4. 2 or more years.,45.56
EMP21281,FEMALE,1,Permanent,Gamma,Cake Design,"$51,720 ",10,6-Sep-21,29-Dec-54,4.7,4. 2 or more years.,71.43
EMP5614,MALE  ,1,Permanent,Alpha,Plantation,"$101,435 ",14,12-Jan-22,18-May-84,4.35,4. 2 or more years.,42.02
EMP26642,MALE  ,1,Other,Gamma,Web Design,"$82,230 ",8,1-Aug-22,1-Dec-19,3.79,4. 2 or more years.,106.53
EMP18988,FEMALE,1,Permanent,Gamma,App Design,"$85,855 ",9,22-Jul-22,21-Jul-96,3.82,4. 2 or more years.,29.84
EMP9610,FEMALE,1,Permanent,Alpha,Cocoa Sales,"$63,280 ",8,25-Apr-22,8-Nov-19,4.06,4. 2 or more years.,106.59
EMP15248,MALE  ,1,Fixed Term,Epsilon,Financial Strategy,"$77,065 ",19,27-Jun-22,7-Mar-56,3.89,4. 2 or more years.,70.24
EMP19864,MALE  ,1,Fixed Term,Delta,Plantation,"$85,335 ",9,26-Jul-22,27-Nov-88,3.81,4. 2 or more years.,37.49
